template,name,id,ticker,currency,isin,fiscal_period,fiscal_year,report_date,publish_date,restated,source,ttm,value_check,data_model,cash_cash_equivalents_short_term_investments,cash_cash_equivalents,short_term_investments,accounts_notes_receivable,accounts_receivable_net,notes_receivable_net,unbilled_revenues,inventories,raw_materials,work_in_process,finished_goods,other_inventory,other_short_term_assets,prepaid_expenses,derivative_hedging_assets_short_term,assets_held_for_sale,deferred_tax_assets_short_term,income_taxes_receivable,discontinued_operations_short_term,miscellaneous_short_term_assets,total_current_assets,property_plant_equipment_net,property_plant_equipment,accumulated_depreciation,long_term_investments_receivables,long_term_investments,long_term_marketable_securities,long_term_receivables,other_long_term_assets,intangible_assets,goodwill,other_intangible_assets,prepaid_expense,deferred_tax_assets_long_term,derivative_hedging_assets_long_term,prepaid_pension_costs,discontinued_operations_long_term,investments_in_affiliates,miscellaneous_long_term_assets,total_noncurrent_assets,total_assets,payables_accruals,accounts_payable,accrued_taxes,interest_dividends_payable,other_payables_accruals,short_term_debt,short_term_borrowings,short_term_capital_leases,current_portion_of_long_term_debt,other_short_term_liabilities,deferred_revenue_short_term,liabilities_from_derivatives_hedging_short_term,deferred_tax_liabilities_short_term,liabilities_from_discontinued_operations_short_term,miscellaneous_short_term_liabilities,total_current_liabilities,long_term_debt,long_term_borrowings,long_term_capital_leases,other_long_term_liabilities,accrued_liabilities,pension_liabilities,pensions,other_post_retirement_benefits,deferred_compensation,deferred_revenue_long_term,deferred_tax_liabilities_long_term,liabilities_from_derivatives_hedging_long_term,liabilities_from_discontinued_operations_long_term,miscellaneous_long_term_liabilities,total_noncurrent_liabilities,total_liabilities,preferred_equity,share_capital_additional_paid_in_capital,common_stock,additional_paid_in_capital,other_share_capital,treasury_stock,retained_earnings,other_equity,equity_before_minority_interest,minority_interest,total_equity,total_liabilities_equity
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q1,2021,2021-03-31,2021-04-28,TRUE,https://www.sec.gov/Archives/edgar/data/1318605/000095017021000046/0000950170-21-000046-index.htm,FALSE,TRUE,0,17141000000,17141000000,NA,1890000000,1890000000,NA,NA,4132000000,NA,NA,NA,NA,1542000000,1542000000,NA,NA,NA,NA,NA,NA,24705000000,17264000000,NA,NA,NA,NA,NA,NA,11003000000,299000000,206000000,NA,NA,NA,NA,NA,NA,NA,10498000000,28267000000,52972000000,10721000000,6648000000,NA,NA,4073000000,1819000000,NA,NA,1819000000,2337000000,1592000000,NA,NA,NA,745000000,14877000000,9053000000,NA,NA,4577000000,NA,NA,NA,NA,NA,1294000000,NA,NA,NA,3283000000,13630000000,28507000000,NA,27624000000,1000000,27623000000,NA,NA,-4750000000,143000000,23017000000,1448000000,24465000000,52972000000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q4,2020,2020-12-31,2021-02-08,TRUE,https://www.sec.gov/Archives/edgar/data/1318605/000095017022000796/0000950170-22-000796-index.htm,FALSE,TRUE,0,19384000000,19384000000,NA,1886000000,1886000000,NA,NA,4101000000,NA,NA,NA,NA,1346000000,1346000000,NA,NA,NA,NA,NA,NA,26717000000,12747000000,NA,NA,NA,NA,NA,NA,12684000000,313000000,207000000,NA,NA,NA,NA,NA,NA,NA,12164000000,25431000000,52148000000,9906000000,6051000000,NA,NA,3855000000,2132000000,NA,NA,2132000000,2210000000,1458000000,NA,NA,NA,752000000,14248000000,9556000000,NA,NA,4614000000,NA,NA,NA,NA,NA,1284000000,NA,NA,NA,3330000000,14170000000,28418000000,NA,27261000000,1000000,27260000000,NA,NA,-5399000000,363000000,22225000000,1505000000,23730000000,52148000000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q3,2020,2020-09-30,2020-10-26,TRUE,https://www.sec.gov/Archives/edgar/data/1318605/000156459020047486/0001564590-20-047486-index.htm,FALSE,TRUE,0,14531000000,14531000000,NA,1757000000,1757000000,NA,NA,4218000000,NA,NA,NA,NA,1238000000,1238000000,NA,NA,NA,NA,NA,NA,21744000000,11848000000,NA,NA,NA,NA,NA,NA,12099000000,318000000,203000000,NA,NA,NA,NA,NA,NA,NA,11578000000,23947000000,45691000000,8210000000,4958000000,NA,NA,3252000000,3126000000,NA,NA,3126000000,1966000000,1258000000,NA,NA,NA,708000000,13302000000,10559000000,NA,NA,4282000000,NA,NA,NA,NA,NA,1233000000,NA,NA,NA,3049000000,14841000000,28143000000,NA,21575000000,1000000,21574000000,NA,NA,-5669000000,125000000,16031000000,1517000000,17548000000,45691000000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q2,2020,2020-06-30,2020-07-28,TRUE,https://www.sec.gov/Archives/edgar/data/1318605/000156459020033670/0001564590-20-033670-index.htm,FALSE,TRUE,0,8615000000,8615000000,NA,1485000000,1485000000,NA,NA,4018000000,NA,NA,NA,NA,1218000000,1218000000,NA,NA,NA,NA,NA,NA,15336000000,11009000000,NA,NA,NA,NA,NA,NA,11790000000,312000000,196000000,NA,NA,NA,NA,NA,NA,NA,11282000000,22799000000,38135000000,6748000000,3638000000,NA,NA,3110000000,3679000000,NA,NA,3679000000,1843000000,1130000000,NA,NA,NA,713000000,12270000000,10416000000,NA,NA,4068000000,NA,NA,NA,NA,NA,1198000000,NA,NA,NA,2870000000,14484000000,26754000000,0,15895000000,0,15895000000,NA,NA,-6000000000,-40000000,9855000000,1526000000,11381000000,38135000000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q1,2020,2020-03-31,2020-04-30,TRUE,https://www.sec.gov/Archives/edgar/data/1318605/000156459020019931/0001564590-20-019931-index.htm,FALSE,TRUE,0,8080000000,8080000000,NA,1274000000,1274000000,NA,NA,4494000000,NA,NA,NA,NA,1045000000,1045000000,NA,NA,NA,NA,NA,NA,14893000000,10638000000,NA,NA,NA,NA,NA,NA,11719000000,323000000,193000000,NA,NA,NA,NA,NA,NA,NA,11203000000,22357000000,37250000000,6795000000,3970000000,NA,NA,2825000000,3217000000,NA,NA,3217000000,1974000000,1186000000,NA,NA,NA,788000000,11986000000,10666000000,NA,NA,3866000000,NA,NA,NA,NA,NA,1199000000,NA,NA,NA,2667000000,14532000000,26518000000,0,15390000000,0,15390000000,NA,NA,-6104000000,-113000000,9173000000,1559000000,10732000000,37250000000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q4,2019,2019-12-31,2020-02-13,TRUE,https://www.sec.gov/Archives/edgar/data/1318605/000156459021004599/0001564590-21-004599-index.htm,FALSE,TRUE,0,6268000000,6268000000,NA,1324000000,1324000000,NA,NA,3552000000,NA,NA,NA,NA,959000000,959000000,NA,NA,NA,NA,NA,NA,12103000000,10396000000,NA,NA,NA,NA,NA,NA,11810000000,339000000,198000000,NA,NA,NA,NA,NA,NA,NA,11273000000,22206000000,34309000000,6993000000,3771000000,NA,NA,3222000000,1785000000,NA,NA,1785000000,1889000000,1163000000,NA,NA,NA,726000000,10667000000,11634000000,NA,NA,3898000000,NA,NA,NA,NA,NA,1207000000,NA,NA,NA,2691000000,15532000000,26199000000,NA,12737000000,1000000,12736000000,NA,NA,-6083000000,-36000000,6618000000,1492000000,8110000000,34309000000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q3,2019,2019-09-30,2019-10-29,TRUE,https://www.sec.gov/Archives/edgar/data/1318605/000156459019038256/0001564590-19-038256-index.htm,FALSE,TRUE,0,5338000000,5338000000,NA,1128000000,1128000000,NA,NA,3581000000,NA,NA,NA,NA,893000000,660000000,NA,NA,NA,NA,NA,233000000,10940000000,10190000000,NA,NA,398000000,NA,NA,398000000,11267000000,351000000,186000000,NA,NA,NA,NA,NA,NA,NA,10730000000,21855000000,32795000000,5965000000,3468000000,NA,NA,2497000000,2030000000,NA,NA,2030000000,2151000000,1045000000,NA,NA,NA,1106000000,10146000000,11313000000,NA,NA,3854000000,NA,NA,NA,NA,NA,1140000000,NA,NA,NA,2714000000,15167000000,25313000000,0,12348000000,0,12348000000,NA,NA,-6188000000,-120000000,6040000000,1442000000,7482000000,32795000000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q2,2019,2019-06-30,2019-07-29,TRUE,https://www.sec.gov/Archives/edgar/data/1318605/000156459019026445/0001564590-19-026445-index.htm,FALSE,TRUE,0,4954740000,4954740000,NA,1147100000,1147100000,NA,NA,3382358000,NA,NA,NA,NA,697754000,569748000,NA,NA,NA,NA,NA,128006000,10181952000,10082458000,NA,NA,400308000,NA,NA,400308000,11207879000,327358000,153475000,NA,NA,NA,NA,NA,NA,NA,10727046000,21690645000,31872597000,5756530000,3133587000,NA,NA,2622943000,1791085000,NA,NA,1791085000,2041158000,883293000,NA,NA,NA,1157865000,9588773000,11234401000,NA,NA,3898962000,NA,NA,NA,NA,NA,1182042000,NA,NA,NA,2716920000,15133363000,24722136000,0,12052637000,179000,12052458000,NA,NA,-6331639000,-5605000,5715393000,1435068000,7150461000,31872597000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q1,2019,2019-03-31,2019-04-29,TRUE,https://www.sec.gov/Archives/edgar/data/1318605/000156459019013462/0001564590-19-013462-index.htm,FALSE,TRUE,0,2198169000,2198169000,NA,1046945000,1046945000,NA,NA,3836850000,NA,NA,NA,NA,595858000,464908000,NA,NA,NA,NA,NA,130950000,7677822000,9850929000,NA,NA,413181000,NA,NA,413181000,10970592000,273568000,74312000,NA,NA,NA,NA,NA,NA,NA,10622712000,21234702000,28912524000,5525778000,3248827000,NA,NA,2276951000,1705711000,NA,NA,1705711000,2011311000,762810000,NA,NA,NA,1248501000,9242800000,9787950000,NA,NA,3843868000,NA,NA,NA,NA,NA,1157343000,NA,NA,NA,2686525000,13631818000,22874618000,0,10563920000,174000,10563746000,NA,NA,-5923305000,-35019000,4605596000,1432310000,6037906000,28912524000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q4,2018,2018-12-31,2019-01-29,TRUE,https://www.sec.gov/Archives/edgar/data/1318605/000156459019013462/0001564590-19-013462-index.htm,FALSE,TRUE,0,3685618000,3685618000,NA,949022000,949022000,NA,NA,3113446000,NA,NA,NA,NA,558222000,365671000,NA,NA,NA,NA,NA,192551000,8306308000,11330077000,NA,NA,421548000,NA,NA,421548000,9681681000,282492000,68159000,NA,NA,NA,NA,NA,NA,NA,9331030000,21433306000,29739614000,5498704000,3404451000,NA,NA,2094253000,2567699000,NA,NA,2567699000,1925733000,630292000,NA,NA,NA,1295441000,9992136000,9403672000,NA,NA,4030202000,NA,NA,NA,NA,NA,990873000,NA,NA,NA,3039329000,13433874000,23426010000,0,10249293000,173000,10249120000,NA,NA,-5317832000,-8218000,4923243000,1390361000,6313604000,29739614000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q3,2018,2018-09-30,2018-11-02,TRUE,http://www.sec.gov/Archives/edgar/data/1318605/000156459018026353/0001564590-18-026353-index.htm,FALSE,TRUE,0,2967504000,2967504000,NA,1155001000,1155001000,NA,NA,3314127000,NA,NA,NA,NA,483859000,325232000,NA,NA,NA,NA,NA,158627000,7920491000,11246295000,NA,NA,422897000,NA,NA,422897000,9673030000,291476000,65226000,NA,NA,NA,NA,NA,NA,NA,9316328000,21342222000,29262713000,5587079000,3596984000,NA,NA,1990095000,2106538000,NA,NA,2106538000,2081707000,570920000,NA,NA,NA,1510787000,9775324000,9669979000,NA,NA,3961207000,NA,NA,NA,NA,NA,950126000,NA,NA,NA,3011081000,13631186000,23406510000,0,9957882000,171000,9957711000,NA,NA,-5457315000,8271000,4508838000,1347365000,5856203000,29262713000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q2,2018,2018-06-30,2018-08-06,TRUE,http://www.sec.gov/Archives/edgar/data/1318605/000156459018019254/0001564590-18-019254-index.htm,FALSE,TRUE,0,2236424000,2236424000,NA,569874000,569874000,NA,NA,3324643000,NA,NA,NA,NA,568856000,422034000,NA,NA,NA,NA,NA,146822000,6699797000,10969348000,NA,NA,434841000,NA,NA,434841000,9806014000,300406000,64284000,NA,NA,NA,NA,NA,NA,NA,9441324000,21210203000,27910000000,4845472000,3030493000,NA,NA,1814979000,2103185000,NA,NA,2103185000,2192705000,576321000,NA,NA,NA,1616384000,9141362000,9510796000,NA,NA,3988135000,NA,NA,NA,NA,NA,795820000,NA,NA,NA,3192315000,13498931000,22640293000,0,9656707000,170000,9656537000,NA,NA,-5768831000,18545000,3906421000,1363286000,5269707000,27910000000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q1,2018,2018-03-31,2018-05-07,TRUE,http://www.sec.gov/Archives/edgar/data/1318605/000156459018011086/0001564590-18-011086-index.htm,FALSE,TRUE,0,2665673000,2665673000,NA,652848000,652848000,NA,NA,2565826000,NA,NA,NA,NA,499573000,379379000,NA,NA,NA,NA,NA,120194000,6383920000,10519226000,NA,NA,449754000,NA,NA,449754000,9918529000,346428000,61284000,NA,NA,NA,NA,NA,NA,NA,9510817000,20887509000,27271429000,4501929000,2603498000,NA,NA,1898431000,1998030000,NA,NA,1998030000,2150400000,536465000,NA,NA,NA,1613935000,8650359000,8761170000,NA,NA,4136936000,NA,NA,NA,NA,NA,818250000,NA,NA,NA,3318686000,12898106000,21548465000,0,9419066000,170000,9418896000,NA,NA,-5051292000,82921000,4450695000,1272269000,5722964000,27271429000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q4,2017,2017-12-31,2018-02-19,TRUE,https://www.sec.gov/Archives/edgar/data/1318605/000156459019003165/0001564590-19-003165-index.htm,FALSE,TRUE,0,3367914000,3367914000,NA,515381000,515381000,NA,NA,2263537000,NA,NA,NA,NA,423688000,268365000,NA,NA,NA,NA,NA,155323000,6570520000,10027522000,NA,NA,456652000,NA,NA,456652000,11600678000,361502000,60237000,NA,NA,NA,NA,NA,NA,NA,11178939000,22084852000,28655372000,4121616000,2390250000,NA,NA,1731366000,896549000,NA,NA,896549000,2656505000,1015253000,NA,NA,NA,1641252000,7674670000,9418319000,NA,NA,5929991000,NA,NA,NA,NA,NA,1177799000,NA,NA,NA,4752192000,15348310000,23022980000,0,9178193000,169000,9178024000,NA,NA,-4974299000,33348000,4237242000,1395150000,5632392000,28655372000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q3,2017,2017-09-30,2017-11-03,TRUE,http://www.sec.gov/Archives/edgar/data/1318605/000156459017021343/0001564590-17-021343-index.htm,FALSE,TRUE,0,3530030000,3530030000,NA,607734000,607734000,NA,NA,2471382000,NA,NA,NA,NA,459587000,321406000,NA,NA,NA,NA,NA,138181000,7068733000,9394397000,NA,NA,463878000,NA,NA,463878000,11180066000,372238000,45236000,NA,NA,NA,NA,NA,NA,NA,10762592000,21038341000,28107074000,3863562000,2385778000,NA,NA,1477784000,424224000,NA,NA,424224000,2181154000,951734000,NA,NA,NA,1229420000,6468940000,9581716000,NA,NA,5875920000,NA,NA,NA,NA,NA,1082870000,NA,NA,NA,4793050000,15457636000,21926576000,0,8989190000,168000,8989022000,NA,NA,-4298960000,21250000,4711480000,1469018000,6180498000,28107074000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q2,2017,2017-06-30,2017-08-04,TRUE,http://www.sec.gov/Archives/edgar/data/1318605/000156459017015705/0001564590-17-015705-index.htm,FALSE,TRUE,0,3035924000,3035924000,NA,453539000,453539000,NA,NA,2438111000,NA,NA,NA,NA,431870000,313501000,NA,NA,NA,NA,NA,118369000,6359444000,8399229000,NA,NA,472663000,NA,NA,472663000,10812369000,380847000,43766000,NA,NA,NA,NA,NA,NA,NA,10387756000,19684261000,26043705000,3870060000,2359316000,NA,NA,1510744000,816533000,NA,NA,816533000,1859762000,913398000,NA,NA,NA,946364000,6546355000,7122962000,NA,NA,5788141000,NA,NA,NA,NA,NA,1035579000,NA,NA,NA,4752562000,12911103000,19457458000,0,8774375000,163000,8774212000,NA,NA,-3679584000,10961000,5105752000,1480495000,6586247000,26043705000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q1,2017,2017-03-31,2017-05-10,TRUE,http://www.sec.gov/Archives/edgar/data/1318605/000156459017009968/0001564590-17-009968-index.htm,FALSE,TRUE,0,4006593000,4006593000,NA,440349000,440349000,NA,NA,2220336000,NA,NA,NA,NA,360611000,271665000,NA,NA,NA,NA,NA,88946000,7027889000,7016551000,NA,NA,486350000,NA,NA,486350000,10522936000,388608000,40984000,NA,NA,NA,NA,NA,NA,NA,10093344000,18025837000,25053726000,3535700000,2075333000,NA,NA,1460367000,1003311000,NA,NA,1003311000,1706428000,841494000,NA,NA,NA,864934000,6245439000,7148516000,NA,NA,5480958000,NA,NA,NA,NA,NA,955078000,NA,NA,NA,4525880000,12629474000,18874913000,0,8351675000,161000,8351514000,NA,NA,-3343187000,-20769000,4987719000,1191094000,6178813000,25053726000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q4,2016,2016-12-31,2018-02-23,TRUE,http://www.sec.gov/Archives/edgar/data/1318605/000156459018002956/0001564590-18-002956-index.htm,FALSE,TRUE,0,3393216000,3393216000,NA,499142000,499142000,NA,NA,2067454000,NA,NA,NA,NA,299984000,194465000,NA,NA,NA,NA,NA,105519000,6259796000,5982957000,NA,NA,506302000,NA,NA,506302000,9915021000,376145000,NA,NA,NA,NA,NA,NA,NA,NA,9538876000,16404280000,22664076000,3070369000,1860341000,NA,NA,1210028000,1150147000,NA,NA,1150147000,1606489000,763126000,NA,NA,NA,843363000,5827005000,5959213000,NA,NA,4953662000,NA,NA,NA,NA,NA,851790000,NA,NA,NA,4101872000,10912875000,16739880000,0,7773888000,161000,7773727000,NA,NA,-2997237000,-23740000,4752911000,1171285000,5924196000,22664076000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q3,2016,2016-09-30,2016-11-02,TRUE,http://www.sec.gov/Archives/edgar/data/1318605/000156459016026820/0001564590-16-026820-index.htm,FALSE,TRUE,0,3084257000,3084257000,NA,326895000,326895000,NA,NA,1604571000,NA,NA,NA,NA,156689000,132978000,NA,NA,NA,NA,NA,23711000,5172412000,4309048000,NA,NA,NA,NA,NA,NA,3110937000,NA,NA,NA,NA,NA,NA,NA,NA,NA,3110937000,7419985000,12592397000,2301302000,1606284000,NA,NA,695018000,260771000,NA,NA,260771000,1520317000,625899000,NA,NA,NA,894418000,4082390000,2443420000,NA,NA,3374829000,NA,NA,NA,NA,NA,581202000,NA,NA,NA,2793627000,5818249000,9900639000,0,5531078000,150000,5530928000,NA,NA,-2875900000,25310000,2680488000,11270000,2691758000,12592397000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q2,2016,2016-06-30,2016-08-05,TRUE,http://www.sec.gov/Archives/edgar/data/1318605/000156459016023024/0001564590-16-023024-index.htm,FALSE,TRUE,0,3246301000,3246301000,NA,178594000,178594000,NA,NA,1609607000,NA,NA,NA,NA,169203000,144678000,NA,NA,NA,NA,NA,24525000,5203705000,3993250000,NA,NA,NA,NA,NA,NA,2671997000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2671997000,6665247000,11868952000,1673090000,1114878000,NA,NA,558212000,626826000,NA,NA,626826000,1466488000,558816000,NA,NA,NA,907672000,3766404000,2620002000,NA,NA,2925106000,NA,NA,NA,NA,NA,533253000,NA,NA,NA,2391853000,5545108000,9311512000,0,5383879000,148000,5383731000,NA,NA,-2897778000,34193000,2520294000,37146000,2557440000,11868952000
GENERAL,Tesla,56317,TSLA,USD,US88160R1014,Q1,2016,2016-03-31,2016-05-10,TRUE,http://www.sec.gov/Archives/edgar/data/1318605/000156459016018886/0001564590-16-018886-index.htm,FALSE,TRUE,0,1441789000,1441789000,NA,318056000,318056000,NA,NA,1301961000,NA,NA,NA,NA,177737000,153757000,NA,NA,NA,NA,NA,23980000,3239543000,3593014000,NA,NA,NA,NA,NA,NA,2359145000,NA,NA,NA,NA,NA,NA,NA,NA,NA,2359145000,5952159000,9191702000,1452008000,1013486000,NA,NA,438522000,635285000,NA,NA,635285000,1100406000,516620000,NA,NA,NA,583786000,3187699000,2484329000,NA,NA,2506683000,NA,NA,NA,NA,NA,496997000,NA,NA,NA,2009686000,4991012000,8178711000,0,3561390000,134000,3561256000,NA,NA,-2604590000,13565000,970365000,42626000,1012991000,9191702000
